제품코드,수량,송장 번호
C108,5,a218042110001
B105,3,a218042110001
B107,6,a218042210001
E102,3,a218042210001
A106,2,a218042210001
A103,2,a218042210001
D105,3,a218042310001
E105,3,a218042310001
E102,1,a218042310001
C104,3,a218042310001
A107,1,a218042410001
D105,7,a218042410001
E105,2,a218042410001
A104,1,a218042410001
B103,4,a218042810001
C102,3,a218042810001
E105,2,a218042810001
A104,4,a218042810001
A109,3,a218050410002
A101,6,a218050410002
D103,7,a218050410002
D101,2,a218050410002
B107,3,a218050410003
E102,3,a218050410003
E101,1,a218050410003
A103,3,a218050410003
C102,1,a218050710002
A105,7,a218050710002
A106,2,a218050710002
C106,1,a218050710002
C107,4,a218051010002
E103,3,a218051010002
C105,2,a218051010002
C108,4,a218051010002
D109,3,a218051010003
D107,6,a218051010003
A107,7,a218051010003
A103,5,a218051010003
C102,2,a218051110001
E104,1,a218051110001
C107,4,a218051110001
B103,4,a218051110001
B104,2,a218051310001
A104,1,a218051310001
A107,2,a218051310001
A105,2,a218051310001
E103,3,a218051410001
D103,4,a218051410001
D108,2,a218051410001
D104,2,a218051410001
B107,1,a218051410002
D108,2,a218051410002
E103,3,a218051410002
A110,1,a218051410002
E101,4,a218051410003
C103,2,a218051410003
E104,4,a218051410003
D103,6,a218051410003
C101,3,a218051510001
B105,5,a218051510001
C104,2,a218051510001
D102,5,a218051510001
C107,7,a218051510003
D107,5,a218051510003
E104,4,a218051510003
A104,2,a218051510003
A107,3,a218051610003
D105,4,a218051610003
A109,5,a218051610003
C107,2,a218051610003
A110,7,a218051810002
E102,5,a218051810002
E104,4,a218051810002
A105,3,a218051810002
C101,7,a218051910002
D106,4,a218051910002
C108,5,a218051910002
B105,3,a218051910002
B107,2,a218052110003
E102,5,a218052110003
A106,5,a218052110003
A103,2,a218052110003
D105,8,a218052410003
E105,2,a218052410003
E102,3,a218052410003
C104,4,a218052410003
A107,3,a218052810003
D105,3,a218052810003
E105,7,a218052810003
A104,3,a218052810003
B103,2,a218060210003
C102,1,a218060210003
E105,1,a218060210003
A104,3,a218060210003
A109,3,a218060310003
A101,2,a218060310003
D103,4,a218060310003
D101,4,a218060310003
B107,4,a218060410003
E102,3,a218060410003
E101,2,a218060410003
A103,4,a218060410003
C102,5,a218060810003
A105,7,a218060810003
A106,6,a218060810003
C106,3,a218060810003
C107,2,a218061210003
E103,3,a218061210003
C105,7,a218061210003
C108,1,a218061210003
D109,3,a218061310003
D107,2,a218061310003
A107,2,a218061310003
A103,4,a218061310003
C102,7,a218061410003
E104,5,a218061410003
C107,4,a218061410003
B103,3,a218061410003
B104,9,a218061910003
A104,2,a218061910003
A107,3,a218061910003
A105,1,a218061910003
E103,4,a218062210003
D103,2,a218062210003
D108,1,a218062210003
D104,3,a218062210003
A105,3,a218062810002
A102,5,a218062810002
A103,4,a218062810002
B106,1,a218062810002
C104,2,a218072610003
B101,1,a218072610003
A105,3,a218072610003
C102,5,a218072610003
B105,4,a218073010003
A108,2,a218073010003
A110,3,a218073010003
D108,6,a218073010003
A108,4,a218080310001
E102,2,a218080310001
B105,3,a218080310001
A105,3,a218080310001
E102,4,a218080410001
B104,3,a218080410001
A110,5,a218080410001
C103,4,a218080410001
B107,2,a218080510001
D108,5,a218080510001
E103,2,a218080510001
A110,3,a218080510001
E101,3,a218081010001
C103,1,a218081010001
E104,3,a218081010001
D103,1,a218081010001
C101,7,a218081310001
B105,2,a218081310001
C104,1,a218081310001
D102,4,a218081310001
C107,3,a218081710001
D107,2,a218081710001
E104,4,a218081710001
A104,3,a218081710001
A107,6,a218081710003
D105,7,a218081710003
A109,5,a218081710003
C107,3,a218081710003
A110,6,a218081810001
E102,3,a218081810001
E104,2,a218081810001
A105,2,a218081810001
C101,3,a218081810003
D106,3,a218081810003
C108,1,a218081810003
B105,3,a218081810003
B107,1,a218081910001
E102,7,a218081910001
A106,2,a218081910001
A103,5,a218081910001
D105,2,a218081910003
E105,1,a218081910003
E102,4,a218081910003
C104,4,a218081910003
A107,2,a218082310003
D105,1,a218082310003
E105,2,a218082310003
A104,2,a218082310003
B103,3,a218082410003
C102,4,a218082410003
E105,2,a218082410003
A104,2,a218082410003
A109,1,a218090410003
A101,2,a218090410003
D103,3,a218090410003
D101,1,a218090410003
B107,4,a218090510003
E102,2,a218090510003
E101,4,a218090510003
A103,6,a218090510003
C102,3,a218090610003
A105,5,a218090610003
A106,2,a218090610003
C106,5,a218090610003
C107,7,a218091010001
E103,5,a218091010001
C105,4,a218091010001
C108,2,a218091010001
D109,3,a218091310002
D107,4,a218091310002
A107,5,a218091310002
A103,2,a218091310002
C102,7,a218091410001
E104,5,a218091410001
C107,4,a218091410001
B103,3,a218091410001
B104,7,a218091510001
A104,4,a218091510001
A107,5,a218091510001
A105,3,a218091510001
E103,2,a218091610001
D103,5,a218091610001
D108,5,a218091610001
D104,2,a218091610001
B107,8,a218091610002
D108,2,a218091610002
E103,3,a218091610002
A110,4,a218091610002
E101,3,a218092010001
C103,3,a218092010001
E104,7,a218092010001
D103,3,a218092010001
C101,2,a218092010002
B105,1,a218092010002
C104,1,a218092010002
D102,3,a218092010002
C107,3,a218092410001
D107,2,a218092410001
E104,4,a218092410001
A104,4,a218092410001
A107,4,a218092410002
D105,3,a218092410002
A109,2,a218092410002
C107,4,a218092410002
A110,5,a218092510001
E102,7,a218092510001
E104,6,a218092510001
A105,3,a218092510001
C101,2,a218092510002
D106,3,a218092510002
C108,7,a218092510002
B105,1,a218092510002
B107,3,a218092610001
E102,2,a218092610001
A106,2,a218092610001
A103,4,a218092610001
D105,7,a218092610002
E105,5,a218092610002
E102,4,a218092610002
C104,3,a218092610002
A107,9,a218093010002
D105,2,a218093010002
E105,3,a218093010002
A104,1,a218093010002
B103,4,a218100910002
C102,2,a218100910002
E105,1,a218100910002
A104,3,a218100910002
A109,3,a218101210002
A101,5,a218101210002
D103,4,a218101210002
D101,1,a218101210002
B107,2,a218101510002
E102,1,a218101510002
E101,3,a218101510002
A103,5,a218101510002
C102,4,a218101910002
A105,2,a218101910002
A106,3,a218101910002
C106,6,a218101910002
C107,4,a218102310002
E103,2,a218102310002
C105,3,a218102310002
C108,3,a218102310002
D109,4,a218102410002
D107,3,a218102410002
A107,5,a218102410002
A103,4,a218102410002
C102,2,a218102510002
E104,5,a218102510002
C107,2,a218102510002
B103,3,a218102510002
B104,3,a218102910002
A104,1,a218102910002
A107,3,a218102910002
A105,1,a218102910002
E103,7,a218110910003
D103,2,a218110910003
D108,1,a218110910003
D104,4,a218110910003
A105,3,a218111210003
A102,2,a218111210003
A103,4,a218111210003
B106,3,a218111210003
C104,6,a218111610003
B101,7,a218111610003
A105,5,a218111610003
C102,3,a218111610003
B105,6,a218111710003
A108,3,a218111710003
A110,2,a218111710003
D108,2,a218111710003
A108,3,a218111810003
E102,3,a218111810003
B105,1,a218111810003
A105,3,a218111810003
E102,1,a218112210003
B104,7,a218112210003
A110,2,a218112210003
C103,5,a218112210003
B107,2,a218112310003
D108,1,a218112310003
E103,4,a218112310003
A110,4,a218112310003
E101,2,a218112510003
C103,1,a218112510003
E104,2,a218112510003
D103,2,a218112510003
C101,3,a218112910003
B105,4,a218112910003
C104,2,a218112910003
D102,2,a218112910003
C107,1,a218120210001
D107,2,a218120210001
E104,3,a218120210001
A104,1,a218120210001
A107,4,a218120410003
D105,2,a218120410003
A109,4,a218120410003
C107,6,a218120410003
A110,3,a218120710003
E102,5,a218120710003
E104,2,a218120710003
A105,5,a218120710003
C101,7,a218122310003
D106,5,a218122310003
C108,4,a218122310003
B105,2,a218122310003
B107,3,a218122410003
E102,4,a218122410003
A106,5,a218122410003
A103,2,a218122410003
D105,7,a218122810003
E105,5,a218122810003
E102,4,a218122810003
C104,3,a218122810003
A107,7,a218122910003
D105,4,a218122910003
E105,5,a218122910003
A104,3,a218122910003
B103,2,a218123010002
C102,5,a218123010002
E105,5,a218123010002
A104,2,a218123010002
A109,8,a218123110002
A101,2,a218123110002
D103,3,a218123110002
D101,4,a218123110002
B107,3,a218123110003
E102,3,a218123110003
E101,7,a218123110003
A103,3,a218123110003
C102,2,a219010110001
A105,1,a219010110001
A106,1,a219010110001
C106,3,a219010110001
C107,3,a219010310002
E103,2,a219010310002
C105,4,a219010310002
C108,4,a219010310002
D109,4,a219010510001
D107,3,a219010510001
A107,2,a219010510001
A103,4,a219010510001
C102,5,a219010610002
E104,7,a219010610002
C107,6,a219010610002
B103,3,a219010610002
B104,2,a219010810001
A104,3,a219010810001
A107,7,a219010810001
A105,1,a219010810001
E103,3,a219010910001
D103,2,a219010910001
D108,2,a219010910001
D104,4,a219010910001
B107,7,a219010910002
D108,5,a219010910002
E103,4,a219010910002
A110,3,a219010910002
E101,9,a219011310002
C103,2,a219011310002
E104,3,a219011310002
D103,1,a219011310002
C101,4,a219012310001
B105,2,a219012310001
C104,1,a219012310001
D102,3,a219012310001
C107,3,a219012710001
D107,5,a219012710001
E104,4,a219012710001
A104,1,a219012710001
A107,2,a219012810001
D105,1,a219012810001
A109,3,a219012810001
C107,5,a219012810001
A110,4,a219012910001
E102,2,a219012910001
E104,3,a219012910001
A105,6,a219012910001
C101,4,a219013010001
D106,2,a219013010001
C108,3,a219013010001
B105,3,a219013010001
B107,4,a219020310003
E102,3,a219020310003
A106,5,a219020310003
A103,4,a219020310003
D105,2,a219020610003
E105,5,a219020610003
E102,2,a219020610003
C104,3,a219020610003
A107,3,a219020910003
D105,1,a219020910003
E105,5,a219020910003
A104,2,a219020910003
B103,1,a219021310003
C102,4,a219021310003
E105,4,a219021310003
A104,2,a219021310003
A109,1,a219022410002
A101,2,a219022410002
D103,2,a219022410002
D101,3,a219022410002
B107,4,a219022510002
E102,2,a219022510002
E101,2,a219022510002
A103,1,a219022510002
C102,2,a219022610002
A105,3,a219022610002
A106,1,a219022610002
C106,4,a219022610002
C107,2,a219022710002
E103,4,a219022710002
C105,6,a219022710002
C108,3,a219022710002
D109,5,a219031210003
D107,2,a219031210003
A107,5,a219031210003
A103,7,a219031210003
C102,5,a219031310003
E104,4,a219031310003
C107,2,a219031310003
B103,3,a219031310003
B104,4,a219031410003
A104,5,a219031410003
A107,2,a219031410003
A105,7,a219031410003
E103,5,a219031710002
D103,4,a219031710002
D108,3,a219031710002
D104,7,a219031710002
A105,4,a219031810003
A102,5,a219031810003
A103,3,a219031810003
B106,2,a219031810003
C104,5,a219032110002
B101,5,a219032110002
A105,2,a219032110002
C102,8,a219032110002
B105,2,a219032210002
A108,3,a219032210002
A110,4,a219032210002
D108,3,a219032210002
A108,3,a219032210003
E102,7,a219032210003
B105,3,a219032210003
A105,2,a219032210003
E102,1,a219032310003
B104,1,a219032310003
A110,3,a219032310003
C103,3,a219032310003
B107,2,a219032410002
D108,4,a219032410002
E103,4,a219032410002
A110,4,a219032410002
E101,3,a219032410003
C103,2,a219032410003
E104,4,a219032410003
D103,5,a219032410003
C101,7,a219032510002
B105,6,a219032510002
C104,3,a219032510002
D102,2,a219032510002
C107,3,a219040110002
D107,7,a219040110002
E104,1,a219040110002
A104,3,a219040110002
A107,2,a219040210002
D105,2,a219040210002
A109,4,a219040210002
C107,7,a219040210002
A110,5,a219040610002
E102,4,a219040610002
E104,3,a219040610002
A105,9,a219040610002
C101,2,a219040710002
D106,3,a219040710002
C108,1,a219040710002
B105,4,a219040710002
B107,2,a219041610001
E102,1,a219041610001
A106,3,a219041610001
A103,3,a219041610001
D105,5,a219041710001
E105,4,a219041710001
E102,1,a219041710001
C104,2,a219041710001
A107,1,a219041810001
D105,3,a219041810001
E105,5,a219041810001
A104,4,a219041810001
B103,2,a219042310001
C102,3,a219042310001
E105,6,a219042310001
A104,4,a219042310001
A109,2,a219042610001
A101,3,a219042610001
D103,3,a219042610001
D101,4,a219042610001
B107,3,a219043010001
E102,5,a219043010001
E101,4,a219043010001
A103,2,a219043010001
C102,5,a219050110003
A105,2,a219050110003
A106,3,a219050110003
C106,3,a219050110003
C107,1,a219050310002
E103,3,a219050310002
C105,1,a219050310002
C108,7,a219050310002
D109,2,a219050410002
D107,1,a219050410002
A107,4,a219050410002
A103,3,a219050410002
C102,2,a219050510002
E104,4,a219050510002
C107,3,a219050510002
B103,6,a219050510002
B104,7,a219050510003
A104,5,a219050510003
A107,3,a219050510003
A105,6,a219050510003
E103,3,a219050610003
D103,2,a219050610003
D108,2,a219050610003
D104,3,a219050610003
B107,3,a219050710003
D108,1,a219050710003
E103,3,a219050710003
A110,1,a219050710003
E101,7,a219051010002
C103,2,a219051010002
E104,1,a219051010002
D103,4,a219051010002
C101,3,a219051110001
B105,2,a219051110001
C104,4,a219051110001
D102,3,a219051110001
C107,6,a317010710003
D107,7,a317010710003
E104,2,a317010710003
A104,3,a317010710003
A107,3,a317010910003
D105,1,a317010910003
A109,3,a317010910003
C107,1,a317010910003
A110,7,a317011310003
E102,2,a317011310003
E104,1,a317011310003
A105,4,a317011310003
C101,3,a317011910003
D106,2,a317011910003
C108,4,a317011910003
B105,3,a317011910003
B107,6,a317012410003
E102,7,a317012410003
A106,5,a317012410003
A103,2,a317012410003
D105,1,a317012610003
E105,4,a317012610003
E102,4,a317012610003
C104,2,a317012610003
A107,1,a317012710003
D105,2,a317012710003
E105,2,a317012710003
A104,3,a317012710003
B103,4,a317020810001
C102,2,a317020810001
E105,2,a317020810001
A104,1,a317020810001
A109,2,a317021210001
A101,3,a317021210001
D103,1,a317021210001
D101,4,a317021210001
B107,2,a317021310001
E102,4,a317021310001
E101,6,a317021310001
A103,3,a317021310001
C102,5,a317030210002
A105,2,a317030210002
A106,5,a317030210002
C106,7,a317030210002
C107,5,a317030310002
E103,4,a317030310002
C105,2,a317030310002
C108,3,a317030310002
D109,4,a317030410002
D107,5,a317030410002
A107,2,a317030410002
A103,7,a317030410002
C102,5,a317031210001
E104,4,a317031210001
C107,3,a317031210001
B103,7,a317031210001
B104,4,a317031310001
A104,5,a317031310001
A107,3,a317031310001
A105,2,a317031310001
E103,5,a317031310002
D103,5,a317031310002
D108,2,a317031310002
D104,8,a317031310002
A105,2,a317031310003
A102,3,a317031310003
A103,4,a317031310003
B106,3,a317031310003
C104,3,a317031410003
B101,7,a317031410003
A105,3,a317031410003
C102,2,a317031410003
B105,1,a317032010001
A108,1,a317032010001
A110,3,a317032010001
D108,3,a317032010001
A108,2,a317032110001
E102,4,a317032110001
B105,4,a317032110001
A105,4,a317032110001
E102,3,a317032110003
B104,2,a317032110003
A110,4,a317032110003
C103,5,a317032110003
B107,7,a317032410001
D108,6,a317032410001
E103,3,a317032410001
A110,2,a317032410001
E101,3,a317032510003
C103,7,a317032510003
E104,1,a317032510003
D103,3,a317032510003
C101,2,a317033010001
B105,2,a317033010001
C104,4,a317033010001
D102,7,a317033010001
C107,5,a317033010003
D107,4,a317033010003
E104,3,a317033010003
A104,9,a317033010003
A107,2,a317043010003
D105,3,a317043010003
A109,1,a317043010003
C107,4,a317043010003
A110,2,a317050410001
E102,1,a317050410001
E104,3,a317050410001
A105,3,a317050410001
C101,5,a317050710001
D106,4,a317050710001
C108,1,a317050710001
B105,2,a317050710001
B107,1,a317050810001
E102,3,a317050810001
A106,5,a317050810001
A103,4,a317050810001
D105,2,a317050910001
E105,3,a317050910001
E102,6,a317050910001
C104,4,a317050910001
A107,2,a317051510001
D105,3,a317051510001
E105,3,a317051510001
A104,4,a317051510001
B103,3,a317051810001
C102,5,a317051810001
E105,4,a317051810001
A104,2,a317051810001
A109,5,a317052010001
A101,2,a317052010001
D103,3,a317052010001
D101,3,a317052010001
B107,1,a317052210001
E102,3,a317052210001
E101,1,a317052210001
A103,7,a317052210001
C102,2,a317052810001
A105,1,a317052810001
A106,4,a317052810001
C106,3,a317052810001
C107,2,a317070110002
E103,4,a317070110002
C105,3,a317070110002
C108,6,a317070110002
D109,7,a317070110003
D107,5,a317070110003
A107,3,a317070110003
A103,6,a317070110003
C102,3,a317070310003
E104,2,a317070310003
C107,2,a317070310003
B103,3,a317070310003
B104,3,a317070510003
A104,1,a317070510003
A107,3,a317070510003
A105,1,a317070510003
E103,7,a317070710002
D103,2,a317070710002
D108,5,a317070710002
D104,2,a317070710002
B107,1,a317071210002
D108,4,a317071210002
E103,4,a317071210002
A110,2,a317071210002
E101,1,a317071710002
C103,2,a317071710002
E104,2,a317071710002
D103,3,a317071710002
C101,4,a317072510002
B105,2,a317072510002
C104,2,a317072510002
D102,1,a317072510002
C107,2,a317073110001
D107,3,a317073110001
E104,1,a317073110001
A104,4,a317073110001
A107,2,a317073110002
D105,4,a317073110002
A109,6,a317073110002
C107,3,a317073110002
A110,5,a317080110003
E102,2,a317080110003
E104,5,a317080110003
A105,7,a317080110003
C101,5,a317080510003
D106,4,a317080510003
C108,2,a317080510003
B105,3,a317080510003
B107,4,a317080610003
E102,5,a317080610003
A106,2,a317080610003
A103,7,a317080610003
D105,5,a317080710003
E105,4,a317080710003
E102,3,a317080710003
C104,7,a317080710003
A107,4,a317081610002
D105,5,a317081610002
E105,3,a317081610002
A104,2,a317081610002
B103,5,a317081910002
C102,5,a317081910002
E105,2,a317081910002
A104,8,a317081910002
A109,2,a317082210002
A101,3,a317082210002
D103,4,a317082210002
D101,3,a317082210002
B107,3,a317082610002
E102,7,a317082610002
E101,3,a317082610002
A103,2,a317082610002
C102,1,a317090110001
A105,1,a317090110001
A106,3,a317090110001
C106,3,a317090110001
C107,2,a317090410001
E103,4,a317090410001
C105,4,a317090410001
C108,4,a317090410001
D109,3,a317090510001
D107,2,a317090510001
A107,4,a317090510001
A103,5,a317090510001
C102,7,a317090610001
E104,6,a317090610001
C107,3,a317090610001
B103,2,a317090610001
B104,3,a317091210001
A104,7,a317091210001
A107,1,a317091210001
A105,3,a317091210001
E103,2,a317091310003
D103,2,a317091310003
D108,4,a317091310003
D104,7,a317091310003
A105,5,a317091710003
A102,4,a317091710003
A103,3,a317091710003
B106,9,a317091710003
C104,2,a317091810003
B101,3,a317091810003
A105,1,a317091810003
C102,4,a317091810003
B105,2,a317091910003
A108,1,a317091910003
A110,3,a317091910003
D108,3,a317091910003
A108,5,a317092410003
E102,4,a317092410003
B105,1,a317092410003
A105,2,a317092410003
E102,1,a317092810003
B104,3,a317092810003
A110,5,a317092810003
C103,4,a317092810003
B107,2,a317092910003
D108,3,a317092910003
E103,6,a317092910003
A110,4,a317092910003
E101,2,a317093010003
C103,3,a317093010003
E104,3,a317093010003
D103,4,a317093010003
C101,3,a317110310002
B105,5,a317110310002
C104,4,a317110310002
D102,2,a317110310002
C107,5,a317110410002
D107,2,a317110410002
E104,3,a317110410002
A104,3,a317110410002
A107,1,a317110510002
D105,3,a317110510002
A109,1,a317110510002
C107,7,a317110510002
A110,2,a317110910002
E102,1,a317110910002
E104,4,a317110910002
A105,3,a317110910002
C101,2,a317111010002
D106,4,a317111010002
C108,3,a317111010002
B105,6,a317111010002
B107,7,a317111210002
E102,5,a317111210002
A106,3,a317111210002
A103,6,a317111210002
D105,3,a317111610002
E105,2,a317111610002
E102,2,a317111610002
C104,3,a317111610002
A107,3,a317111910002
D105,1,a317111910002
